date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-05-10,2f41717fcce350329e8ac46662be3d88,2026-05-10T16:16:00Z,Miami Marlins,Washington Nationals,-1.5,150,1.5,-185,-1.5,157,1.5,-180,-1.5,165,1.5,-210,-1.5,156,1.5,-180,-1.5,160,1.5,-185,-1.5,148,1.5,-180,-1.5,158,1.5,-192,-1.5,158,1.5,-180,-1.5,155,1.5,-190
2026-05-10,42a6a833eaecf112c826202eb1d596f9,2026-05-10T17:36:00Z,Baltimore Orioles,Athletics,1.5,-170,-1.5,140,-1.5,174,1.5,-200,1.5,-177,-1.5,140,1.5,-170,-1.5,148,1.5,-170,-1.5,145,1.5,-156,-1.5,129,1.5,-162,-1.5,134,-1.5,175,1.5,-200,1.5,-170,-1.5,145
2026-05-10,73c2cde50707b32c9767a0a8fbb2e7d2,2026-05-10T17:36:00Z,Boston Red Sox,Tampa Bay Rays,-1.5,145,1.5,-180,-1.5,150,1.5,-171,-1.5,143,1.5,-180,-1.5,148,1.5,-170,-1.5,150,1.5,-175,-1.5,149,1.5,-181,-1.5,140,1.5,-170,-1.5,151,1.5,-171,-1.5,147,1.5,-170
2026-05-10,6dd9cd4491079d3cedf1f7d3ff85b358,2026-05-10T17:36:00Z,Philadelphia Phillies,Colorado Rockies,-1.5,-135,1.5,110,-1.5,-136,1.5,116,-1.5,-137,1.5,110,-1.5,-135,1.5,115,-1.5,-135,1.5,115,-1.5,-136,1.5,113,-1.5,-144,1.5,120,-1.5,-134,1.5,119,-2.5,110,2.5,-130
2026-05-10,9bfd5fd962a5ede4a98e0c595c9db46f,2026-05-10T17:38:00Z,Toronto Blue Jays,Los Angeles Angels,1.5,-180,-1.5,145,1.5,-177,-1.5,155,1.5,-186,-1.5,148,1.5,-175,-1.5,152,-1.5,190,1.5,-230,1.5,-186,-1.5,153,1.5,-182,-1.5,150,1.5,-177,-1.5,156,1.5,-180,-1.5,150
2026-05-10,3751eb6375883244bf07ebaa76d74e35,2026-05-10T17:40:00Z,Cincinnati Reds,Houston Astros,1.5,-190,-1.5,155,-1.5,172,1.5,-197,1.5,-200,-1.5,160,-1.5,168,1.5,-195,-1.5,170,1.5,-200,1.5,-188,-1.5,155,1.5,-184,-1.5,152,-1.5,173,1.5,-197,1.5,-190,-1.5,155
2026-05-10,4d2a59061aec314f7265432aacbe8df1,2026-05-10T17:41:00Z,Cleveland Guardians,Minnesota Twins,,,,,-1.5,135,1.5,-155,-1.5,140,1.5,-175,-1.5,135,1.5,-155,-1.5,135,1.5,-160,-1.5,135,1.5,-163,-1.5,138,1.5,-166,-1.5,136,1.5,-154,-1.5,139,1.5,-160
2026-05-10,d58ee5722b0d27c98714b46a090df16f,2026-05-10T18:11:00Z,Chicago White Sox,Seattle Mariners,1.5,-155,-1.5,125,1.5,-147,-1.5,127,1.5,-155,-1.5,125,1.5,-145,-1.5,125,1.5,-150,-1.5,130,1.5,-144,-1.5,119,1.5,-146,-1.5,122,1.5,-146,-1.5,129,1.5,-145,-1.5,125
2026-05-10,e254b4d802742c85bc156989d1b71346,2026-05-10T18:11:00Z,Milwaukee Brewers,New York Yankees,1.5,-160,-1.5,135,1.5,-167,-1.5,147,1.5,-162,-1.5,130,1.5,-165,-1.5,144,1.5,-165,-1.5,140,1.5,-175,-1.5,144,1.5,-178,-1.5,146,1.5,-167,-1.5,148,1.5,-170,-1.5,145
2026-05-10,f39e9272c26acb799cf16afa62e26316,2026-05-10T18:36:00Z,Texas Rangers,Chicago Cubs,1.5,-210,-1.5,170,-1.5,167,1.5,-192,-1.5,165,1.5,-215,-1.5,164,1.5,-190,-1.5,170,1.5,-200,-1.5,163,1.5,-199,-1.5,164,1.5,-200,-1.5,168,1.5,-192,-1.5,174,1.5,-219
2026-05-10,24f0fb743655b2176ff9d2f1d17bc2d0,2026-05-10T20:06:00Z,San Francisco Giants,Pittsburgh Pirates,1.5,-200,-1.5,165,-1.5,177,1.5,-205,1.5,-210,-1.5,165,-1.5,176,1.5,-205,-1.5,175,1.5,-210,1.5,-181,-1.5,149,1.5,-196,-1.5,162,-1.5,179,1.5,-204,1.5,-169,-1.5,142
2026-05-10,1a0f51cf52137e602d477a383aededcd,2026-05-10T20:11:00Z,Arizona Diamondbacks,New York Mets,1.5,-190,-1.5,154,-1.5,178,1.5,-206,1.5,-205,-1.5,160,-1.5,176,1.5,-205,-1.5,180,1.5,-220,1.5,-176,-1.5,145,1.5,-188,-1.5,155,-1.5,179,1.5,-205,1.5,-180,-1.5,150
2026-05-10,ab56a10bb0c4a672e1d846d67e7f703e,2026-05-10T20:11:00Z,Los Angeles Dodgers,Atlanta Braves,,,,,-1.5,155,1.5,-177,-1.5,145,1.5,-182,-1.5,152,1.5,-175,-1.5,155,1.5,-180,-1.5,153,1.5,-186,-1.5,146,1.5,-178,-1.5,156,1.5,-177,-1.5,156,1.5,-183
2026-05-10,bdfc7e1e5ee8e2389bbdfb8f9521a582,2026-05-10T20:11:00Z,San Diego Padres,St. Louis Cardinals,-1.5,165,1.5,-200,-1.5,161,1.5,-185,-1.5,160,1.5,-200,-1.5,160,1.5,-185,-1.5,160,1.5,-185,-1.5,159,1.5,-194,-1.5,155,1.5,-188,-1.5,162,1.5,-185,-1.5,158,1.5,-188
2026-05-10,1a85cdf5d7c53f361d8dd4b822af8f09,2026-05-10T23:21:00Z,Kansas City Royals,Detroit Tigers,1.5,-200,-1.5,165,-1.5,161,1.5,-185,-1.5,150,1.5,-190,-1.5,160,1.5,-185,-1.5,165,1.5,-195,-1.5,163,1.5,-199,1.5,-196,-1.5,162,-1.5,162,1.5,-185,-1.5,164,1.5,-206
